county,date,year,Verified Occurances Clean,suicide_flag,suicide_text,suicideAttempt_flag,suicideAttempt_text,homicide_flag,homicideAttempt_flag,escape_flag,escapeAttempt_flag,fire_flag,seriousInj_flag,batt_flag,riot_flag,sexOffense_flag,assaultStaff_flag,assaultDet_flag,fight_flag,restraintsStrict_flag,OCSprayStrict_flag,other_flag,other_text,other_pepperball,other_forcedMed,other_hospital,other_taser,other_prea,sexOffense_OR_prea,other_chair_rough,other_restraint_OR_chair
Madison County,03/06/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/28/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Lake County,03/31/2022,2022,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Champaign County,03/18/2022,2022,Other (specify): DrugOverdose,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DrugOverdose,,,,,,,,
Cook County,03/23/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/23/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/28/2022,2022,Fighting among Detainees; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
Cook County,03/22/2022,2022,Fighting among Detainees; OC Spray Used; Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,,,,,,,,
Cook County,03/25/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/18/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/30/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Lake County,03/30/2022,2022,OC Spray Used; Other (specify): Disorderly,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Disorderly,,,,,,,,
Sangamon County,03/28/2022,2022,Other (specify): medical issue,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,medical issue,,,,,,,,
Will County,03/24/2022,2022,OC Spray Used; Assault on Staff,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,
Winnebago County Jail,03/08/2022,2022,Fighting among Detainees; OC Spray Used; Battery; Assault among Detainees,0,,0,,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,,,,,,,,,
Cook County,03/31/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Sangamon County,03/10/2022,2022,Suicide Attempt (method) Bed shect around neck,0,,1,Bed shect around neck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Sangamon County,03/11/2022,2022,OC Spray Used; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,1
DuPage County,03/21/2022,2022,Other (specify): Medical,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Medical,,,,,,,,
Lake County,03/05/2022,2022,Other (specify): Drug Invest.,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Drug Invest.,,,,,,,,
Cook County,03/29/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/29/2022,2022,Fighting among Detainees; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
Cook County,03/28/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/26/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/22/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Madison County,03/20/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/22/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Madison County,03/19/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Lake County,03/30/2022,2022,Other (specify): Contraband,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Contraband,,,,,,,,
Christan County,03/26/2022,2022,OC Spray Used; Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
Cook County,03/11/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/23/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Lake County,03/21/2022,2022,Other (specify): D/C/ Tased,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D/C/ Tased,,,,,,,,
Lake County,03/25/2022,2022,Other (specify): suicide,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suicide,,,,,,,,
Cook County,03/26/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/08/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/12/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/23/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/29/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/15/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/15/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/24/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Stephenson County,03/23/2022,2022,"Suicide Attempt (method) Cutting, Banging head; Restraints Used; Other (specify): ERC",0,,1,"Cutting, Banging head; Restraints Used",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ERC,,,,,,,chair,1
Madison County,03/03/2022,2022,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Madison County,03/08/2022,2022,OC Spray Used; Serious Injury,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,
St. Clair County,03/09/2022,2022,Assautl on Staff,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/28/2022,2022,Fire,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,03/03/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/09/2022,2022,Fighting among Detainees; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
Macon County,03/07/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
LaSalle County,03/18/2022,2022,Suicide Attempt (method) sheet tied around neck,0,,1,sheet tied around neck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/30/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Williamson County,03/09/2022,2022,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Cook County,03/27/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/18/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Winnebago County Jail,03/04/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Macon County,03/06/2022,2022,Other (specify): TASER; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,TASER,,,,ECD,,,,1
Lake County,03/14/2022,2022,Other (specify): Dis.Conduct.; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Dis.Conduct.,,,,,,,,
Cook County,03/22/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/26/2022,2022,Fighting among Detainees; Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,
Macoupin County,03/29/2022,2022,Serious Injury,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
Madison County,03/21/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
St. Clair County,03/30/2022,2022,Other (specify): Hospital,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital,,,hosp,,,,,
St. Clair County,03/12/2022,2022,Other (specify): Response to Resistance,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Response to Resistance,,,,,,,,
DeKalb County,03/22/2022,2022,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Lake County,03/26/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/28/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Sangamon County,03/17/2022,2022,Other (specify): Hospital,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital,,,hosp,,,,,
Cook County,03/22/2022,2022,Fighting among Detainees; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
Jefferson County,03/01/2022,2022,Suicide Attempt (method) Banging head on door; Restraints Used; Other (specify): Taser,0,,1,Banging head on door; Restraints Used,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Taser,,,,ECD,,,,1
Cook County,03/15/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/10/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/11/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,03/30/2022,2022,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Cook County,03/08/2022,2022,Fighting among Detainees; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
Cook County,03/09/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/10/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/31/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/10/2022,2022,OC Spray Used; Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,
Macon County,03/13/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/13/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/30/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
McHenry County,03/01/2022,2022,Other (specify): E.R.C.; Assault on Staff; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,E.R.C.,,,,,,,,1
Lake County,03/25/2022,2022,Other (specify): Sick Person,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sick Person,,,,,,,,
Lake County,03/02/2022,2022,Other (specify): Disorderly,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Disorderly,,,,,,,,
Cook County,03/09/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Macoupin County,03/12/2022,2022,Assault on Staff; Battery,0,,0,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,
Macoupin County,03/14/2022,2022,Assault on Staff; Battery,0,,0,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,
Macoupin County,03/18/2022,2022,Restraints Used; Assault on Staff; Battery,0,,0,,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,,,,,,,,,1
Sangamon County,03/21/2022,2022,Other (specify): Hospital,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital,,,hosp,,,,,
Lake County,03/12/2022,2022,Other (specify): Contraband.,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Contraband.,,,,,,,,
Cook County,03/25/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,03/17/2022,2022,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Lake County,03/19/2022,2022,Other (specify): Sick Person,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sick Person,,,,,,,,
Lake County,03/06/2022,2022,xx Force Medica,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,03/14/2022,2022,Other (specify): Dis. Conduct.; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Dis. Conduct.,,,,,,,,
Lake County,03/25/2022,2022,Other (specify): suicide attl Suicide Attempt (method),0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suicide attl Suicide Attempt (method),,,,,,,,
Lake County,03/31/2022,2022,Other (specify): Self Harm,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Self Harm,,,,,,,,
Madison County,03/09/2022,2022,Other (specify): Use of Force,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Use of Force,,,,,,,,
Cook County,03/29/2022,2022,Fighting among Detainees; Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,
Winnebago County Jail,03/15/2022,2022,Other (specify): Arm Control,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Arm Control,,,,,,,,
Madison County,03/22/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/31/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/15/2022,2022,Fighting among Detainees; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
McHenry County,03/04/2022,2022,Other (specify): ERC; Assault on Staff; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,ERC,,,,,,,chair,1
Cook County,03/12/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/24/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/29/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Winnebago County Jail,03/09/2022,2022,Fighting among Detainees; Restraints Used; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,1
Cook County,03/22/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
DuPage County,03/12/2022,2022,Other (specify): Medical,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Medical,,,,,,,,
Cook County,03/08/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/15/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Lake County,03/18/2022,2022,Other (specify): disorderly; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,disorderly,,,,,,,,
Williamson County,03/08/2022,2022,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Williamson County,03/13/2022,2022,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Cook County,03/23/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/13/2022,2022,Fire,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/08/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/11/2022,2022,OC Spray Used; Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,
St. Clair County,03/26/2022,2022,Other (specify): Response to Resistance,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Response to Resistance,,,,,,,,
Macon County,03/13/2022,2022,Other (specify): Taser; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Taser,,,,ECD,,,,1
Will County,03/26/2022,2022,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Cook County,03/31/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Sangamon County,03/13/2022,2022,Other (specify): seizure hosp,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,seizure hosp,,,hosp,,,,,
Cook County,03/11/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/09/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,03/26/2022,2022,Fighting among Detainees; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
Winnebago County Jail,03/23/2022,2022,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
St. Clair County,03/05/2022,2022,Other (specify): Response to Resistance; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Response to Resistance,,,,,,,,1
Cook County,03/30/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/18/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/13/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/15/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
St. Clair County,03/14/2022,2022,Restraints Used; Other (specify): Response to Resistance,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Response to Resistance,,,,,,,,1
Cook County,03/27/2022,2022,Assault on Staff; Battery,0,,0,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,
Cook County,03/12/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Madison County,03/04/2022,2022,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Cook County,03/30/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Kane County,03/10/2022,2022,Other (specify): Rest-Chair; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Rest-Chair,,,,,,,chair,1
Iroquois County,03/23/2022,2022,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Clinton County,03/25/2022,2022,Assault among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,
Cook County,03/12/2022,2022,Other (specify): OTHER — WEAPON,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OTHER — WEAPON,,,,,,,,
Lake County,03/19/2022,2022,Other (specify): Sick Person,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sick Person,,,,,,,,
Sangamon County,03/05/2022,2022,Other (specify): Medical / DT,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Medical / DT,,,,,,,,
Cook County,03/12/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Kane County,03/09/2022,2022,Other (specify): Rest-Chair; Restraints Used; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Rest-Chair,,,,,,,chair,1
Clark County,03/30/2022,2022,Suicide Attempt (method) hanging,0,,1,hanging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/23/2022,2022,Serious Injury; Suicide Attempt (method),0,,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/08/2022,2022,Assault on Staff,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,
Cook County,03/28/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/09/2022,2022,Fighting among Detainees; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
Cook County,03/22/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/13/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/29/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Macoupin County,03/12/2022,2022,Other (specify): Resisting; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Resisting,,,,,,,,1
Cook County,03/28/2022,2022,Other (specify): OTHER — WEAPON,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OTHER — WEAPON,,,,,,,,
St. Clair County,03/08/2022,2022,Other (specify): Response to Resistance,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Response to Resistance,,,,,,,,
Cook County,03/22/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/15/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/23/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/23/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/13/2022,2022,Fighting among Detainees; Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,
Tazewell County,03/14/2020,2020,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Tazewell County,03/14/2022,2022,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Cook County,03/24/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Sangamon County,03/01/2022,2022,OC Spray Used; Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
Cook County,03/25/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/09/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/22/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Shelby County,03/14/2022,2022,Other (specify): death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,death,,,,,,,,
St. Clair County,03/31/2022,2022,Other (specify): Response to Resistance,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Response to Resistance,,,,,,,,
Cook County,03/28/2022,2022,Assault on Staff,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,
Cook County,03/29/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Christan County,03/24/2022,2022,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Cook County,03/11/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,03/24/2022,2022,Fire,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/28/2022,2022,Assault on Staff,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,
DuPage County,03/03/2022,2022,Other (specify): Medical,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Medical,,,,,,,,
Stephenson County,03/07/2022,2022,Other (specify): ERC; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ERC,,,,,,,chair,1
Stephenson County,03/09/2022,2022,Other (specity): Taser,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
St. Clair County,03/19/2022,2022,Other (specify): Response to Resistance,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Response to Resistance,,,,,,,,
Cook County,03/24/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
DeKalb County,03/20/2022,2022,Other (specify): Padded cell,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Padded cell,,,,,,,,
Cook County,03/31/2022,2022,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,03/15/2022,2022,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
